title_w,title_c,folderlabel_w,folderlabel_c,summary_w,summary_c,ndcg_10
1.0,0.5,1.3,0.3,1.0,0.85,0.7482507944738005
1.0,0.5,0.5,0.8,1.0,0.85,0.7472223549111692
1.0,0.5,0.5,0.65,1.0,0.85,0.7471481450978653
1.0,0.8,1.3,0.3,1.0,0.85,0.7465653801725219
1.0,0.5,0.5,0.3,1.0,0.85,0.7457628227010075
1.0,0.5,1.3,0.8,1.0,0.85,0.7447266235390287
2.3,0.5,0.5,0.8,1.0,0.5,0.7441827502899571
1.0,0.2,1.3,0.3,1.0,0.85,0.7441551355378357
1.0,0.5,1.3,0.65,1.0,0.85,0.7439696735927258
2.3,0.2,0.5,0.8,1.0,0.5,0.74392415873754
2.3,0.5,0.5,0.65,1.0,0.5,0.7435498408497853
2.3,0.2,1.3,0.8,2.3,0.85,0.7432773450153972
1.0,0.8,1.3,0.65,1.0,0.85,0.7432748494057331
2.3,0.2,0.5,0.65,1.0,0.5,0.743083217488421
1.0,0.8,0.5,0.3,1.0,0.85,0.7430607353580538
2.3,0.2,2.7,0.8,2.3,0.85,0.7430325421817863
1.0,0.5,1.3,0.3,1.0,0.5,0.7429552868649391
2.3,0.2,2.7,0.65,2.3,0.85,0.7429512441625846
1.0,0.2,0.5,0.3,1.0,0.85,0.7428107719924374
1.0,0.2,1.3,0.8,1.0,0.5,0.7427814757975539
1.0,0.8,0.5,0.8,1.0,0.85,0.7427701900026059
1.0,0.2,1.3,0.65,1.0,0.5,0.742669479738721
1.0,0.5,1.3,0.8,1.0,0.5,0.7426050825260471
1.0,0.8,1.3,0.8,1.0,0.85,0.7426010741440456
1.0,0.8,0.5,0.65,1.0,0.85,0.7425970422303197
2.3,0.5,1.3,0.3,1.0,0.5,0.7425285313059268
1.0,0.5,1.3,0.65,1.0,0.5,0.7423650733641044
2.3,0.2,1.3,0.65,2.3,0.85,0.7423063451521108
2.3,0.5,2.7,0.8,2.3,0.5,0.7421998438118367
1.0,0.8,1.3,0.8,1.0,0.5,0.7419278359246013
1.0,0.5,0.5,0.65,1.0,0.5,0.741888706636907
4.0,0.2,1.3,0.65,2.3,0.85,0.7418135097172047
1.0,0.5,0.5,0.8,1.0,0.5,0.7417711090449857
2.3,0.8,2.7,0.8,2.3,0.5,0.7417636071101075
2.3,0.2,1.3,0.3,1.0,0.5,0.741757032943331
2.3,0.8,2.7,0.65,2.3,0.5,0.7417323856916995
1.0,0.8,1.3,0.65,1.0,0.5,0.7417046201333297
1.0,0.2,0.5,0.8,1.0,0.85,0.7417017650325092
2.3,0.2,0.5,0.3,1.0,0.5,0.7416730987113667
1.0,0.8,1.3,0.3,1.0,0.5,0.7416488255710562
1.0,0.5,0.5,0.3,1.0,0.5,0.7416289630054556
1.0,0.2,0.5,0.65,1.0,0.85,0.7415810350134308
2.3,0.2,2.7,0.3,2.3,0.85,0.741491872541275
1.0,0.2,1.3,0.3,1.0,0.5,0.7414764696084107
2.3,0.5,2.7,0.65,2.3,0.5,0.741429887707013
2.3,0.2,0.5,0.8,1.0,0.85,0.7414193369926521
2.3,0.2,1.3,0.65,1.0,0.5,0.7412675624856023
4.0,0.2,2.7,0.8,2.3,0.5,0.7410097479319835
1.0,0.2,1.3,0.8,1.0,0.85,0.7409758805010364
2.3,0.2,1.3,0.3,2.3,0.85,0.7409727466063264
1.0,0.2,1.3,0.65,1.0,0.85,0.740798843550758
4.0,0.2,2.7,0.8,2.3,0.85,0.7407245680195915
4.0,0.2,1.3,0.8,2.3,0.85,0.7406626904825525
1.0,0.2,0.5,0.65,1.0,0.5,0.7405760225680293
2.3,0.5,1.3,0.3,2.3,0.5,0.7405731989859414
2.3,0.5,1.3,0.65,2.3,0.5,0.7405731989859414
1.0,0.2,0.5,0.3,1.0,0.5,0.7405618633990132
4.0,0.5,2.7,0.8,2.3,0.5,0.7404850159987089
2.3,0.2,0.5,0.65,1.0,0.85,0.7404799356087682
2.3,0.5,1.3,0.8,2.3,0.5,0.7403922406291119
1.0,0.2,0.5,0.8,1.0,0.5,0.7403667749351238
4.0,0.2,0.5,0.65,2.3,1.5,0.7403346895211401
4.0,0.2,0.5,0.8,2.3,1.5,0.7403346895211401
2.3,0.8,2.7,0.3,2.3,0.5,0.7401960540036522
2.3,0.5,0.5,0.3,1.0,0.5,0.7401406348235486
2.3,0.5,0.5,0.65,2.3,0.5,0.7401339481977355
2.3,0.8,2.7,0.8,2.3,0.85,0.740110505340015
2.3,0.5,1.3,0.65,1.0,0.5,0.7400791054090667
2.3,0.5,2.7,0.3,2.3,0.5,0.7400623185071424
4.0,0.2,2.7,0.65,2.3,1.5,0.740026098976962
2.3,0.5,0.5,0.8,2.3,0.5,0.7400220738226396
2.3,0.8,1.3,0.8,2.3,0.5,0.7399615452366126
2.3,0.5,2.7,0.8,2.3,0.85,0.7398608315300387
4.0,0.2,1.3,0.65,2.3,1.5,0.7398426288594605
2.3,0.2,0.5,0.3,1.0,0.85,0.7398055466270909
2.3,0.8,1.3,0.65,2.3,0.5,0.7397448496654675
4.0,0.2,2.7,0.8,2.3,1.5,0.7397332581088176
2.3,0.5,0.5,0.8,1.0,0.85,0.7396853208627358
2.3,0.8,0.5,0.8,2.3,0.5,0.7396317307318603
2.3,0.8,0.5,0.65,2.3,0.5,0.7396317307318603
2.3,0.2,1.3,0.3,1.0,0.85,0.7395835026781516
2.3,0.2,1.3,0.8,1.0,0.5,0.7395419413375587
4.0,0.2,2.7,0.3,2.3,0.85,0.739370513612504
2.3,0.5,0.5,0.3,2.3,0.5,0.7393109734241281
4.0,0.2,2.7,0.65,2.3,0.85,0.7393107727262813
4.0,0.2,1.3,0.3,2.3,1.5,0.7393056767676898
4.0,0.2,1.3,0.3,2.3,0.85,0.7392990358478746
4.0,0.2,0.5,0.3,2.3,1.5,0.7392341683456637
4.0,0.5,2.7,0.65,2.3,0.5,0.7391393509767931
4.0,0.2,1.3,0.8,2.3,0.5,0.7390710145806504
2.3,0.5,2.7,0.65,2.3,0.85,0.7390069404682016
4.0,0.2,2.7,0.3,2.3,1.5,0.738986610116679
4.0,0.2,2.7,0.65,2.3,0.5,0.7389098090984342
4.0,0.2,1.3,0.8,2.3,1.5,0.7388738533335711
2.3,0.5,0.5,0.65,1.0,0.85,0.7388468847233856
4.0,0.5,1.3,0.65,2.3,0.85,0.7388161153768994
2.3,0.2,0.5,0.3,2.3,0.85,0.73881443849399
2.3,0.8,0.5,0.3,2.3,0.5,0.7387381559919777
2.3,0.2,0.5,0.65,2.3,0.85,0.7386338527001327
2.3,0.5,1.3,0.8,1.0,0.5,0.7385582670014745
1.0,0.5,2.7,0.3,1.0,0.5,0.7385533941227247
2.3,0.2,0.5,0.8,2.3,0.85,0.7385464593631862
4.0,0.2,2.7,0.3,2.3,0.5,0.7384789561955825
2.3,0.8,1.3,0.3,2.3,0.5,0.7384146119840304
2.3,0.5,0.5,0.3,1.0,0.85,0.7382709208535818
4.0,0.5,1.3,0.8,2.3,0.5,0.7382384865415769
4.0,0.2,1.3,0.65,2.3,0.5,0.7381730012461752
1.0,0.8,0.5,0.3,1.0,0.5,0.7381456796164805
2.3,0.8,0.5,0.8,1.0,0.5,0.7380998465345436
2.3,0.5,1.3,0.3,1.0,0.85,0.7380408655522064
2.3,0.2,2.7,0.65,2.3,1.5,0.7379630077338084
2.3,0.8,2.7,0.65,2.3,0.85,0.7378428189848683
1.0,0.8,0.5,0.65,1.0,0.5,0.7377739548971614
2.3,0.2,2.7,0.8,2.3,0.5,0.7377668065310536
4.0,0.5,1.3,0.8,2.3,0.85,0.7377178984440361
2.3,0.8,2.7,0.3,2.3,0.85,0.7376966104400864
2.3,0.5,2.7,0.3,2.3,0.85,0.7376916242889079
2.3,0.2,1.3,0.8,2.3,1.5,0.7376783939599376
2.3,0.2,1.3,0.65,2.3,1.5,0.7376441874717061
4.0,0.5,1.3,0.65,2.3,0.5,0.7376228107170771
1.0,0.8,0.5,0.8,1.0,0.5,0.7375321273455095
2.3,0.5,0.5,0.65,2.3,1.5,0.7374088411880056
2.3,0.5,1.3,0.8,2.3,0.85,0.7373879692328584
4.0,0.5,2.7,0.65,2.3,0.85,0.737316160858864
4.0,0.2,1.3,0.3,2.3,0.5,0.7372794265062926
2.3,0.5,0.5,0.8,2.3,1.5,0.7372282553941483
2.3,0.2,1.3,0.3,2.3,1.5,0.7371231066435058
2.3,0.2,2.7,0.65,2.3,0.5,0.7370790433597288
4.0,0.5,1.3,0.3,2.3,0.85,0.7370027104117352
2.3,0.5,0.5,0.8,2.3,0.85,0.736982656703454
4.0,0.5,2.7,0.8,2.3,0.85,0.7369177826225755
2.3,0.8,1.3,0.8,2.3,0.85,0.7369044496656495
2.3,0.2,0.5,0.65,2.3,1.5,0.7368895739042021
2.3,0.2,0.5,0.8,2.3,1.5,0.7368895739042021
2.3,0.5,2.7,0.65,2.3,1.5,0.7368651208056521
4.0,0.2,0.5,0.3,2.3,0.85,0.7368483743209686
2.3,0.8,1.3,0.65,2.3,0.85,0.7366877540945042
4.0,0.2,0.5,0.65,2.3,0.85,0.7366651894258835
2.3,0.5,2.7,0.8,2.3,1.5,0.7366366659151559
2.3,0.5,1.3,0.65,2.3,1.5,0.736613279203611
2.3,0.5,1.3,0.65,2.3,0.85,0.7365953097919093
4.0,0.5,2.7,0.3,2.3,0.5,0.7365936338764651
4.0,0.5,1.3,0.3,2.3,0.5,0.7365793504513513
4.0,0.2,0.5,0.8,2.3,0.85,0.7365777960889371
2.3,0.5,0.5,0.3,2.3,0.85,0.736520843060774
2.3,0.8,0.5,0.65,2.3,0.85,0.7365059341989231
2.3,0.8,0.5,0.8,2.3,0.85,0.7365059341989231
2.3,0.5,1.3,0.3,2.3,1.5,0.7365014048285151
2.3,0.5,1.3,0.8,2.3,1.5,0.7364953194261844
2.3,0.2,2.7,0.8,2.3,1.5,0.7364735504497765
2.3,0.8,1.3,0.3,1.0,0.5,0.7364449509994407
2.3,0.8,0.5,0.3,2.3,0.85,0.7364353342326478
4.0,0.5,2.7,0.8,2.3,1.5,0.7364268155201917
1.0,0.5,2.7,0.3,1.0,0.85,0.7363773912581857
4.0,0.8,2.7,0.65,2.3,1.5,0.7363459662185783
2.3,0.5,0.5,0.65,2.3,0.85,0.7363402572669165
4.0,0.5,0.5,0.65,2.3,1.5,0.7362866502310064
4.0,0.5,0.5,0.8,2.3,1.5,0.7362866502310064
4.0,0.8,2.7,0.8,2.3,1.5,0.7362117834444023
1.0,0.2,2.7,0.3,1.0,0.5,0.7360119093981197
2.3,0.5,0.5,0.3,2.3,1.5,0.7359426607760731
2.3,0.8,2.7,0.65,2.3,1.5,0.7358969967597927
1.0,0.8,2.7,0.3,1.0,0.5,0.7358009348745232
4.0,0.5,2.7,0.65,2.3,1.5,0.7357899311120636
4.0,0.8,1.3,0.8,2.3,0.85,0.7357344592123192
2.3,0.2,0.5,0.8,2.3,0.5,0.7356869564274329
2.3,0.2,0.5,0.65,2.3,0.5,0.7356869564274329
4.0,0.8,1.3,0.65,2.3,1.5,0.7356773191550176
2.3,0.5,1.3,0.3,2.3,0.85,0.7356604606432062
2.3,0.8,0.5,0.65,1.0,0.5,0.7356342137739631
2.3,0.2,2.7,0.3,2.3,0.5,0.7356292812263591
2.3,0.8,2.7,0.8,2.3,1.5,0.7355464186059063
2.3,0.2,0.5,0.3,2.3,1.5,0.7354939934585448
4.0,0.8,1.3,0.3,2.3,1.5,0.7354780514429753
4.0,0.5,2.7,0.3,2.3,0.85,0.7354715126627019
1.0,0.8,2.7,0.3,1.0,0.85,0.7354180894168372
2.3,0.2,1.3,0.8,2.3,0.5,0.7354157449732949
4.0,0.5,1.3,0.65,2.3,1.5,0.7353867811675008
4.0,0.5,0.5,0.3,2.3,0.85,0.7353688890647175
4.0,0.2,0.5,0.3,2.3,0.5,0.7352838227544345
2.3,0.5,2.7,0.3,2.3,1.5,0.7352473259034482
4.0,0.8,2.7,0.65,2.3,0.85,0.7352333600502082
4.0,0.5,0.5,0.65,2.3,0.85,0.7352190035388743
4.0,0.8,2.7,0.8,2.3,0.85,0.7351818367530937
2.3,0.8,1.3,0.3,2.3,0.85,0.735176941075997
2.3,0.2,1.3,0.8,1.0,0.85,0.7351519275682575
4.0,0.5,1.3,0.3,2.3,1.5,0.7351495023047113
2.3,0.2,1.3,0.65,1.0,0.85,0.7350855044071982
4.0,0.2,0.5,0.65,2.3,0.5,0.7350132445224031
4.0,0.2,0.5,0.8,2.3,0.5,0.7350132445224031
4.0,0.5,0.5,0.8,2.3,0.85,0.735009486938538
2.3,0.2,2.7,0.3,2.3,1.5,0.7349758761416505
2.3,0.2,0.5,0.3,2.3,0.5,0.7349758560289217
2.3,0.8,1.3,0.65,2.3,1.5,0.7349661513143133
2.3,0.8,0.5,0.8,2.3,1.5,0.7349574822527959
4.0,0.8,1.3,0.65,2.3,0.85,0.7349526207150829
4.0,0.8,0.5,0.8,2.3,1.5,0.7349141581480125
2.3,0.8,0.5,0.65,2.3,1.5,0.7348868822865205
4.0,0.5,0.5,0.3,2.3,1.5,0.7348388508910887
4.0,0.8,0.5,0.65,2.3,1.5,0.7347500648786561
4.0,0.8,2.7,0.65,2.3,0.5,0.7346748639367955
4.0,0.8,1.3,0.65,2.3,0.5,0.7346532646338945
4.0,0.5,0.5,0.65,2.3,0.5,0.7346463130677482
4.0,0.5,0.5,0.3,2.3,0.5,0.7346463130677482
2.3,0.2,1.3,0.65,2.3,0.5,0.7346051249757661
2.3,0.8,0.5,0.65,1.0,0.85,0.734585821440902
4.0,0.5,0.5,0.8,2.3,0.5,0.7345589197308019
4.0,0.8,2.7,0.8,2.3,0.5,0.7345552103682864
2.3,0.8,0.5,0.3,1.0,0.5,0.7344630324100045
2.3,0.2,1.3,0.3,2.3,0.5,0.7344410317064096
4.0,0.8,1.3,0.8,2.3,0.5,0.7343837887928228
2.3,0.8,1.3,0.8,2.3,1.5,0.7343819494716612
2.3,0.8,2.7,0.3,2.3,1.5,0.7342792018575889
2.3,0.8,1.3,0.3,2.3,1.5,0.7342544723782881
4.0,0.8,1.3,0.8,2.3,1.5,0.7342217248973406
2.3,0.8,0.5,0.8,1.0,0.85,0.7342199409803523
4.0,0.5,1.3,0.8,2.3,1.5,0.7341168936504662
2.3,0.5,2.7,0.3,1.0,0.5,0.7340700984124521
4.0,0.8,2.7,0.3,2.3,1.5,0.7339243946797236
4.0,0.8,1.3,0.3,2.3,0.5,0.7337076499605656
4.0,0.2,1.3,0.3,1.0,0.5,0.7336762469308664
2.3,0.8,0.5,0.3,2.3,1.5,0.7336718876347207
4.0,0.8,2.7,0.3,2.3,0.85,0.7335467051572678
4.0,0.5,2.7,0.3,2.3,1.5,0.7335120984231098
4.0,0.8,0.5,0.3,2.3,1.5,0.733466358808095
2.3,0.5,1.3,0.65,1.0,0.85,0.7334093050495004
4.0,0.8,1.3,0.3,2.3,0.85,0.7332213222044571
4.0,0.8,0.5,0.8,2.3,0.85,0.7332058592427282
2.3,0.2,2.7,0.3,1.0,0.5,0.7330607771957494
4.0,0.2,0.5,0.3,1.0,0.5,0.7330351862150527
4.0,0.8,0.5,0.3,2.3,0.85,0.7330141020805262
2.3,0.8,1.3,0.65,1.0,0.5,0.7329943975224247
4.0,0.5,0.5,0.65,1.0,0.85,0.7328819710331732
4.0,0.8,0.5,0.65,2.3,0.85,0.7328642165546829
2.3,0.8,1.3,0.8,1.0,0.5,0.7328197592072482
1.0,0.5,2.7,0.65,1.0,0.5,0.7327908598987113
1.0,0.5,2.7,0.8,1.0,0.85,0.7327738146335249
4.0,0.5,0.5,0.8,1.0,0.85,0.7326333676740786
4.0,0.5,0.5,0.65,1.0,0.5,0.7324798551529601
2.3,0.2,0.5,0.8,1.0,1.5,0.7324056644568786
1.0,0.2,2.7,0.3,1.0,0.85,0.7323766480210269
2.3,0.5,2.7,0.8,1.0,0.5,0.7321770996494568
4.0,0.8,2.7,0.3,2.3,0.5,0.7321372546138458
4.0,0.8,0.5,0.65,2.3,0.5,0.7319646113910576
4.0,0.8,0.5,0.3,2.3,0.5,0.7319646113910576
1.0,0.5,2.7,0.8,1.0,0.5,0.7319561874131235
4.0,0.8,0.5,0.8,2.3,0.5,0.7318772180541114
4.0,0.2,0.5,0.3,1.0,0.85,0.7318682992576155
1.0,0.5,2.7,0.65,1.0,0.85,0.731784137309173
4.0,0.2,0.5,0.65,1.0,0.5,0.7317572136407268
4.0,0.5,1.3,0.3,1.0,0.5,0.7317197642578793
2.3,0.5,2.7,0.65,1.0,0.5,0.7316340282929678
4.0,0.5,0.5,0.8,1.0,0.5,0.7316177181584106
4.0,0.2,0.5,0.8,1.0,0.5,0.7315373718922956
2.3,0.8,1.3,0.3,1.0,0.85,0.7315131477900199
4.0,0.2,1.3,0.3,1.0,0.85,0.7313741842834804
1.0,0.2,2.7,0.65,1.0,0.5,0.7312226907606997
2.3,0.8,0.5,0.3,1.0,0.85,0.7308879576339045
1.0,0.8,2.7,0.65,1.0,0.5,0.7307865844150866
4.0,0.2,1.3,0.8,1.0,0.5,0.7307177375778019
1.0,0.8,2.7,0.8,1.0,0.5,0.7307055297276139
4.0,0.2,1.3,0.65,1.0,0.5,0.7306526151453304
4.0,0.5,1.3,0.8,1.0,0.5,0.730507591567269
4.0,0.2,0.5,0.65,1.0,0.85,0.7304784523081936
4.0,0.2,0.5,0.8,1.0,0.85,0.7304784523081936
1.0,0.2,2.7,0.8,1.0,0.5,0.7303567968567038
2.3,0.2,2.7,0.65,1.0,0.5,0.7302831854805508
4.0,0.5,1.3,0.65,1.0,0.5,0.7302797228180364
1.0,0.8,0.5,0.8,1.0,1.5,0.7301987281633555
2.3,0.5,1.3,0.8,1.0,0.85,0.7300501705683649
4.0,0.5,1.3,0.3,1.0,0.85,0.7300070353955844
2.3,0.5,0.5,0.8,1.0,1.5,0.7298819762175836
1.0,0.8,2.7,0.65,1.0,0.85,0.7298568946339475
2.3,0.2,1.3,0.65,1.0,1.5,0.7296614507666792
4.0,0.5,0.5,0.3,1.0,0.85,0.7296613486250295
2.3,0.2,1.3,0.3,1.0,1.5,0.7295518244897189
2.3,0.2,2.7,0.8,1.0,0.5,0.7295031637202118
4.0,0.5,0.5,0.3,1.0,0.5,0.7293233007502375
2.3,0.2,1.3,0.8,1.0,1.5,0.7292551027777424
1.0,0.8,2.7,0.8,1.0,0.85,0.729191759316163
4.0,0.2,2.7,0.3,1.0,0.5,0.7290977894843546
4.0,0.8,0.5,0.65,1.0,0.5,0.728874194706765
4.0,0.8,0.5,0.8,1.0,0.5,0.7288019345597202
1.0,0.8,1.3,0.65,1.0,1.5,0.728790529774455
1.0,0.8,2.7,0.8,2.3,0.85,0.7285262095781625
1.0,0.8,2.7,0.65,2.3,0.85,0.728402566362237
2.3,0.5,0.5,0.65,1.0,1.5,0.728398371327327
4.0,0.8,0.5,0.3,1.0,0.5,0.7282982308369608
2.3,0.5,0.5,0.3,1.0,1.5,0.7281547186212777
1.0,0.8,0.5,0.65,1.0,1.5,0.728019858747341
1.0,0.2,2.7,0.65,1.0,0.85,0.7280184308111061
1.0,0.2,0.5,0.65,1.0,1.5,0.7279904235359298
1.0,0.5,0.5,0.8,1.0,1.5,0.7279519004094671
1.0,0.5,0.5,0.65,1.0,1.5,0.7279508470739182
2.3,0.8,2.7,0.3,1.0,0.5,0.7279137701038021
1.0,0.2,2.7,0.8,1.0,0.85,0.7278471866013712
1.0,0.2,0.5,0.65,0.5,0.5,0.7277679524374729
4.0,0.8,1.3,0.65,1.0,0.5,0.7276226482484808
4.0,0.8,1.3,0.8,1.0,0.5,0.7276158608699888
1.0,0.8,1.3,0.3,2.3,0.85,0.7274037201321235
2.3,0.2,0.5,0.65,1.0,1.5,0.7273805125043771
2.3,0.2,0.5,0.3,1.0,1.5,0.7272867453241711
4.0,0.5,2.7,0.3,1.0,0.5,0.7272418749680138
4.0,0.8,1.3,0.3,1.0,0.5,0.7272173274397119
4.0,0.8,0.5,0.65,1.0,0.85,0.7271644946347628
1.0,0.8,1.3,0.3,1.0,1.5,0.7271420259116441
4.0,0.2,1.3,0.8,1.0,0.85,0.7270668028158298
4.0,0.2,1.3,0.65,1.0,0.85,0.7269508084416928
1.0,0.8,1.3,0.8,1.0,1.5,0.7269412654644446
1.0,0.2,0.5,0.8,1.0,1.5,0.7268704479664001
1.0,0.8,1.3,0.8,2.3,0.85,0.7268679007795845
2.3,0.8,1.3,0.65,1.0,0.85,0.726809950829704
2.3,0.5,1.3,0.65,1.0,1.5,0.7266565976304068
4.0,0.8,1.3,0.3,1.0,0.85,0.726517976023791
2.3,0.8,2.7,0.65,1.0,0.5,0.7264457966249463
4.0,0.8,0.5,0.8,1.0,0.85,0.7262972521720942
2.3,0.5,1.3,0.8,1.0,1.5,0.7262814710598782
2.3,0.2,2.7,0.3,1.0,0.85,0.7262218644925736
2.3,0.5,1.3,0.3,1.0,1.5,0.7261800734147557
1.0,0.8,1.3,0.65,2.3,0.85,0.7261278436404243
2.3,0.5,2.7,0.8,1.0,0.85,0.7261072719785301
2.3,0.5,2.7,0.65,1.0,0.85,0.7259792878992821
1.0,0.8,2.7,0.3,2.3,0.85,0.7259315779509858
1.0,0.5,1.3,0.65,1.0,1.5,0.7258346094546214
4.0,0.8,0.5,0.3,1.0,0.85,0.7258342569533255
1.0,0.2,0.5,0.3,0.5,0.5,0.7258214218060515
4.0,0.5,1.3,0.8,1.0,0.85,0.7257459813804855
1.0,0.5,1.3,0.3,2.3,1.5,0.7256212212001414
2.3,0.5,2.7,0.3,1.0,0.85,0.7256190394252198
4.0,0.5,1.3,0.65,1.0,0.85,0.7255665003710305
2.3,0.2,2.7,0.8,1.0,0.85,0.7254250980659501
1.0,0.8,1.3,0.3,2.3,1.5,0.7253557935950556
2.3,0.2,2.7,0.65,1.0,0.85,0.7253323190372861
2.3,0.8,2.7,0.8,1.0,0.5,0.7251803415501177
1.0,0.8,0.5,0.3,1.0,1.5,0.724913627230048
2.3,0.5,2.7,0.8,1.0,1.5,0.72476543164802
1.0,0.2,0.5,0.8,0.5,0.5,0.724751854156313
2.3,0.2,2.7,0.8,1.0,1.5,0.7246202972010143
1.0,0.5,0.5,0.3,1.0,1.5,0.7246165964228406
1.0,0.5,1.3,0.3,1.0,1.5,0.7245302668778152
4.0,0.8,2.7,0.3,1.0,0.5,0.7245277797228246
1.0,0.5,1.3,0.8,1.0,1.5,0.7243915177951648
1.0,0.8,0.5,0.3,2.3,0.85,0.7240937313834801
1.0,0.2,1.3,0.65,1.0,1.5,0.7240692551900321
1.0,0.8,0.5,0.65,2.3,1.5,0.7238736500854615
2.3,0.2,2.7,0.65,1.0,1.5,0.723797322427407
1.0,0.5,1.3,0.65,2.3,1.5,0.7237736176039974
2.3,0.2,2.7,0.3,1.0,1.5,0.7237735048511988
1.0,0.8,0.5,0.65,2.3,0.85,0.7237653429217084
4.0,0.2,2.7,0.3,1.0,0.85,0.7235171253196013
2.3,0.8,1.3,0.8,1.0,0.85,0.7234508163485686
4.0,0.2,2.7,0.65,1.0,0.5,0.7234439201342422
4.0,0.2,2.7,0.65,1.0,0.85,0.7234345048610525
1.0,0.2,1.3,0.3,1.0,1.5,0.7233950810813875
1.0,0.2,0.5,0.3,1.0,1.5,0.7233420723815576
4.0,0.2,2.7,0.8,1.0,0.85,0.7233402479121741
1.0,0.2,1.3,0.8,1.0,1.5,0.7233037632474729
1.0,0.8,2.7,0.8,2.3,0.5,0.7232538563080646
1.0,0.8,0.5,0.8,2.3,0.85,0.7231058214400318
1.0,0.5,0.5,0.3,2.3,1.5,0.7228811732365628
1.0,0.5,0.5,0.3,0.5,0.5,0.7227757088218635
1.0,0.8,0.5,0.3,2.3,1.5,0.7227479373181214
4.0,0.5,2.7,0.3,1.0,0.85,0.722678723769666
