title_w,title_c,folderlabel_w,folderlabel_c,summary_w,summary_c,ndcg_10
1.0,0.5,0.5,0.65,2.3,1.5,0.7226464443022343
1.0,0.5,0.5,0.8,2.3,1.5,0.7226464443022343
1.0,0.5,1.3,0.8,2.3,1.5,0.722623977354513
1.0,0.2,1.3,0.3,2.3,1.5,0.722621453976703
1.0,0.8,2.7,0.65,2.3,0.5,0.7226134882919643
1.0,0.8,1.3,0.65,2.3,1.5,0.7224585216330495
1.0,0.5,2.7,0.8,2.3,0.85,0.722402351902599
1.0,0.8,0.5,0.8,2.3,1.5,0.7224013340086971
1.0,0.5,2.7,0.65,2.3,0.85,0.7223804525700045
4.0,0.5,2.7,0.8,1.0,0.85,0.7222170040525577
4.0,0.5,2.7,0.65,1.0,0.85,0.7221928546654864
1.0,0.8,1.3,0.8,2.3,1.5,0.7219820508055821
2.3,0.8,0.5,0.8,1.0,1.5,0.7218176241813368
1.0,0.5,2.7,0.65,1.0,1.5,0.7217386170585667
1.0,0.8,2.7,0.65,2.3,1.5,0.7216488453127766
1.0,0.8,0.5,0.8,0.5,0.5,0.721621621108276
1.0,0.8,2.7,0.3,2.3,1.5,0.7216077488460272
1.0,0.5,0.5,0.65,0.5,0.5,0.7215911823590621
1.0,0.8,2.7,0.8,2.3,1.5,0.7215534552974449
2.3,0.5,2.7,0.65,1.0,1.5,0.7215016141042883
4.0,0.5,2.7,0.65,1.0,0.5,0.7214701363006605
2.3,0.5,2.7,0.3,1.0,1.5,0.7213849769660909
1.0,0.8,2.7,0.65,1.0,1.5,0.7213690752531078
4.0,0.2,2.7,0.8,1.0,0.5,0.72127409206765
1.0,0.5,2.7,0.8,1.0,1.5,0.7211813538758084
1.0,0.5,2.7,0.65,2.3,1.5,0.7211709032130889
1.0,0.5,2.7,0.8,2.3,1.5,0.7210755131977569
1.0,0.5,2.7,0.3,2.3,1.5,0.7210501652826427
1.0,0.8,2.7,0.3,2.3,0.5,0.7210447239455351
4.0,0.5,2.7,0.8,1.0,0.5,0.7210305924161492
1.0,0.2,1.3,0.65,2.3,1.5,0.7210083166989173
1.0,0.8,1.3,0.3,2.3,0.5,0.7209256076077231
1.0,0.5,2.7,0.3,1.0,1.5,0.7208736955071211
1.0,0.8,2.7,0.8,1.0,1.5,0.7207915024796231
2.3,0.8,1.3,0.65,1.0,1.5,0.7207192500190617
1.0,0.8,2.7,0.3,1.0,1.5,0.7206663575944187
1.0,0.5,1.3,0.3,2.3,0.85,0.7205733850457514
1.0,0.2,2.7,0.8,2.3,0.85,0.720399085916999
4.0,0.8,1.3,0.8,1.0,0.85,0.720398185571578
1.0,0.2,2.7,0.65,2.3,0.85,0.7203771865844042
1.0,0.2,2.7,0.65,1.0,1.5,0.7203681472587496
2.3,0.8,1.3,0.3,1.0,1.5,0.7202909894491027
4.0,0.8,1.3,0.65,1.0,0.85,0.7202821911974411
1.0,0.2,2.7,0.8,1.0,1.5,0.7201210677653399
2.3,0.8,0.5,0.65,1.0,1.5,0.7201008493471148
2.3,0.8,0.5,0.3,1.0,1.5,0.7199832414757834
1.0,0.5,2.7,0.3,2.3,0.85,0.7198077202754225
1.0,0.8,0.5,0.3,0.5,0.5,0.7197891143045759
1.0,0.2,0.5,0.3,2.3,1.5,0.7197446770291257
1.0,0.2,2.7,0.3,1.0,1.5,0.7197047222501403
1.0,0.8,1.3,0.8,2.3,0.5,0.7196872873606088
1.0,0.5,1.3,0.8,2.3,0.85,0.719675940639585
1.0,0.2,0.5,0.8,2.3,1.5,0.7195099480947972
1.0,0.2,0.5,0.65,2.3,1.5,0.7195099480947972
1.0,0.2,1.3,0.8,2.3,1.5,0.7194874811470758
1.0,0.5,1.3,0.65,2.3,0.85,0.7194806259518204
4.0,0.8,2.7,0.3,1.0,0.85,0.7193585222197393
1.0,0.8,0.5,0.8,2.3,0.5,0.7193352568765404
1.0,0.8,0.5,0.65,2.3,0.5,0.7193352568765404
1.0,0.8,0.5,0.65,0.5,0.5,0.7191411943205905
4.0,0.8,2.7,0.65,1.0,0.5,0.7191324136699602
1.0,0.2,1.3,0.8,0.5,0.5,0.7191114009853281
1.0,0.5,0.5,0.3,2.3,0.85,0.7190937523476003
4.0,0.8,0.5,0.65,1.0,1.5,0.7190914814244118
4.0,0.8,2.7,0.65,1.0,0.85,0.7190532914144548
4.0,0.8,0.5,0.8,1.0,1.5,0.7190438000421611
1.0,0.2,1.3,0.3,2.3,0.85,0.7190418867168817
1.0,0.8,1.3,0.65,2.3,0.5,0.7190334768603299
4.0,0.5,1.3,0.3,1.0,1.5,0.7188811958793532
1.0,0.5,0.5,0.65,2.3,0.85,0.7188772382609245
1.0,0.8,0.5,0.3,2.3,0.5,0.7188406705647046
1.0,0.5,2.7,0.65,2.3,0.5,0.7187391164778923
1.0,0.5,2.7,0.8,2.3,0.5,0.7187391164778923
1.0,0.5,0.5,0.8,0.5,0.5,0.7186526786796273
2.3,0.8,2.7,0.3,1.0,0.85,0.7186018646909995
2.3,0.8,2.7,0.65,1.0,0.85,0.7185164145123805
4.0,0.8,2.7,0.8,1.0,0.5,0.7185103954440776
1.0,0.2,0.5,0.8,0.5,0.85,0.718492161697217
1.0,0.2,1.3,0.8,2.3,0.85,0.7184257236505069
4.0,0.2,1.3,0.3,1.0,1.5,0.7184151601750183
4.0,0.2,0.5,0.8,1.0,1.5,0.7181567626554138
1.0,0.5,0.5,0.8,2.3,0.85,0.7181552739424316
1.0,0.2,1.3,0.65,2.3,0.85,0.7181132208923071
2.3,0.8,2.7,0.8,1.0,0.85,0.7180614915611914
1.0,0.2,2.7,0.8,2.3,0.5,0.71768669362402
1.0,0.2,2.7,0.65,2.3,0.5,0.71768669362402
4.0,0.5,0.5,0.65,1.0,1.5,0.7175911847425608
1.0,0.2,2.7,0.3,2.3,0.85,0.717590115473646
1.0,0.2,0.5,0.3,2.3,0.85,0.7175622540187305
4.0,0.2,0.5,0.3,1.0,1.5,0.7175567693626269
4.0,0.5,0.5,0.8,1.0,1.5,0.7174793103674649
4.0,0.2,0.5,0.65,1.0,1.5,0.7174556937512478
4.0,0.8,2.7,0.8,1.0,0.85,0.7172113432151136
2.3,0.8,1.3,0.8,1.0,1.5,0.717061452929235
1.0,0.2,0.5,0.8,2.3,0.85,0.7166237756135619
1.0,0.5,2.7,0.3,2.3,0.5,0.716529984115363
4.0,0.8,1.3,0.3,1.0,1.5,0.7163990571021799
1.0,0.2,2.7,0.65,2.3,1.5,0.7163623925078741
4.0,0.2,1.3,0.8,1.0,1.5,0.7162703078979784
1.0,0.2,2.7,0.8,2.3,1.5,0.7162504225452337
1.0,0.5,0.5,0.8,0.5,0.85,0.7162130433289805
1.0,0.2,2.7,0.3,2.3,1.5,0.7161907826357626
1.0,0.2,1.3,0.65,0.5,0.5,0.7161148957007081
4.0,0.2,1.3,0.65,1.0,1.5,0.7160879361946273
1.0,0.2,1.3,0.3,2.3,0.5,0.7160514254735584
1.0,0.5,1.3,0.3,2.3,0.5,0.7159868594543127
1.0,0.2,0.5,0.65,2.3,0.85,0.7159319446387448
1.0,0.2,0.5,0.65,0.5,0.85,0.7156500766508145
1.0,0.5,0.5,0.65,0.5,0.85,0.7155048413082713
1.0,0.2,2.7,0.3,2.3,0.5,0.7154775612614904
1.0,0.5,0.5,0.3,0.5,0.85,0.7153357015503715
1.0,0.2,1.3,0.3,0.5,0.5,0.7153097499474094
4.0,0.8,0.5,0.3,1.0,1.5,0.7152933990907943
1.0,0.2,1.3,0.8,2.3,0.5,0.7152481241972839
1.0,0.5,1.3,0.8,2.3,0.5,0.7146804089358042
1.0,0.2,1.3,0.65,2.3,0.5,0.714556647914755
4.0,0.5,0.5,0.3,1.0,1.5,0.7144509122211423
4.0,0.5,1.3,0.65,1.0,1.5,0.7143543774870114
1.0,0.5,0.5,0.65,2.3,0.5,0.7143283784517357
2.3,0.8,2.7,0.8,1.0,1.5,0.7142874244497722
1.0,0.2,0.5,0.3,2.3,0.5,0.7141255397569274
1.0,0.2,0.5,0.3,0.5,0.85,0.7140878705628828
1.0,0.5,1.3,0.65,2.3,0.5,0.7139889326532755
2.3,0.8,2.7,0.65,1.0,1.5,0.7138356449785219
1.0,0.5,0.5,0.3,2.3,0.5,0.7137219177648041
2.3,0.8,2.7,0.3,1.0,1.5,0.7135532054622481
4.0,0.2,2.7,0.3,1.0,1.5,0.7134931611907154
1.0,0.2,0.5,0.8,2.3,0.5,0.7133182051505489
1.0,0.2,0.5,0.65,2.3,0.5,0.7133182051505489
1.0,0.5,0.5,0.8,2.3,0.5,0.7129145831584256
4.0,0.5,1.3,0.8,1.0,1.5,0.7128159441445974
4.0,0.2,2.7,0.65,1.0,1.5,0.7125963737695705
4.0,0.2,2.7,0.8,1.0,1.5,0.7125052211135713
1.0,0.2,2.7,0.3,0.5,0.5,0.7124444688097816
4.0,0.5,2.7,0.3,1.0,1.5,0.7121389684475127
1.0,0.2,1.3,0.8,0.5,0.85,0.712114859562659
1.0,0.5,1.3,0.8,0.5,0.5,0.7120675557955071
1.0,0.2,2.7,0.65,0.5,0.5,0.7119486836890991
1.0,0.8,0.5,0.3,0.5,0.85,0.7116887984682587
1.0,0.2,1.3,0.65,0.5,0.85,0.711393569638888
1.0,0.2,2.7,0.8,0.5,0.5,0.7112789023777869
1.0,0.5,1.3,0.65,0.5,0.5,0.7112509806628043
4.0,0.5,2.7,0.8,1.0,1.5,0.7111695833318148
1.0,0.2,1.3,0.3,0.5,0.85,0.711166401523852
4.0,0.5,2.7,0.65,1.0,1.5,0.7110989794985646
4.0,0.8,1.3,0.8,1.0,1.5,0.7110457611666113
1.0,0.8,0.5,0.8,0.5,0.85,0.7108644092351677
1.0,0.5,1.3,0.3,0.5,0.5,0.7108405660475133
4.0,0.8,1.3,0.65,1.0,1.5,0.7106532973766825
1.0,0.8,0.5,0.65,0.5,0.85,0.7103535567715176
4.0,0.8,2.7,0.3,1.0,1.5,0.7099623053367913
1.0,0.5,1.3,0.3,0.5,0.85,0.7091042889237669
1.0,0.8,1.3,0.8,0.5,0.5,0.7090104743355562
1.0,0.5,2.7,0.65,0.5,0.5,0.7086461141431891
4.0,0.8,2.7,0.65,1.0,1.5,0.7086031954880055
4.0,0.8,2.7,0.8,1.0,1.5,0.708567807072323
1.0,0.5,1.3,0.8,0.5,0.85,0.708361757526321
1.0,0.8,1.3,0.3,0.5,0.5,0.7082879263839904
1.0,0.5,1.3,0.65,0.5,0.85,0.7082092417569033
1.0,0.2,2.7,0.3,0.5,0.85,0.7079937414425691
1.0,0.5,2.7,0.3,0.5,0.5,0.7076139428132756
1.0,0.2,2.7,0.8,0.5,0.85,0.7075990149948659
1.0,0.2,2.7,0.65,0.5,0.85,0.7075284150285905
1.0,0.8,1.3,0.65,0.5,0.5,0.7073681033178443
1.0,0.5,2.7,0.8,0.5,0.5,0.7071979582249565
1.0,0.8,2.7,0.3,0.5,0.5,0.7062847529627365
1.0,0.8,2.7,0.65,0.5,0.5,0.7053641782656396
1.0,0.5,2.7,0.3,0.5,0.85,0.7050525373321145
1.0,0.8,1.3,0.3,0.5,0.85,0.7049844769729626
1.0,0.8,2.7,0.8,0.5,0.5,0.7048421676276745
1.0,0.5,2.7,0.65,0.5,0.85,0.7031208018624916
1.0,0.5,2.7,0.8,0.5,0.85,0.7027436838739466
1.0,0.8,1.3,0.8,0.5,0.85,0.702742393933769
1.0,0.8,1.3,0.65,0.5,0.85,0.702742393933769
1.0,0.8,2.7,0.3,0.5,0.85,0.7003230212974018
1.0,0.8,2.7,0.65,0.5,0.85,0.6999772817336822
2.3,0.5,0.5,0.8,0.5,0.5,0.6998229966713583
2.3,0.2,1.3,0.8,0.5,0.5,0.6997901278421255
2.3,0.5,0.5,0.3,0.5,0.5,0.6992823237097431
1.0,0.8,2.7,0.8,0.5,0.85,0.6989717934761991
2.3,0.2,0.5,0.8,0.5,0.5,0.6985945442494448
2.3,0.5,0.5,0.65,0.5,0.5,0.6984031032313263
2.3,0.2,0.5,0.3,0.5,0.5,0.698378941125764
2.3,0.2,0.5,0.65,0.5,0.5,0.6983658085751833
2.3,0.5,1.3,0.8,0.5,0.5,0.6978833855398361
2.3,0.5,1.3,0.65,0.5,0.5,0.6977585770186311
2.3,0.2,1.3,0.65,0.5,0.5,0.6976385422737026
2.3,0.2,1.3,0.8,0.5,0.85,0.6975514161215741
2.3,0.2,2.7,0.8,0.5,0.5,0.6975295339815932
2.3,0.8,0.5,0.8,0.5,0.5,0.6969295244021612
2.3,0.2,1.3,0.3,0.5,0.5,0.6967348771523312
2.3,0.5,2.7,0.65,0.5,0.5,0.696731316796953
2.3,0.5,1.3,0.3,0.5,0.5,0.6966388373792493
2.3,0.2,2.7,0.65,0.5,0.5,0.6966128949527619
2.3,0.2,0.5,0.8,0.5,0.85,0.6965974102460445
2.3,0.2,2.7,0.3,0.5,0.5,0.6961187462743051
2.3,0.8,0.5,0.65,0.5,0.5,0.6956159822282166
2.3,0.2,1.3,0.65,0.5,0.85,0.6955055438159643
2.3,0.2,1.3,0.3,0.5,0.85,0.6952164009096325
2.3,0.2,0.5,0.3,0.5,0.85,0.6949946169290836
2.3,0.5,2.7,0.8,0.5,0.5,0.6949162003536823
2.3,0.2,0.5,0.65,0.5,0.85,0.6948063215036554
2.3,0.8,0.5,0.3,0.5,0.5,0.694764698512112
2.3,0.8,1.3,0.8,0.5,0.5,0.6945043654667423
2.3,0.2,2.7,0.65,0.5,0.85,0.6943500146518771
2.3,0.2,2.7,0.3,0.5,0.85,0.6941977199987318
2.3,0.5,1.3,0.8,0.5,0.85,0.694147681135542
2.3,0.5,0.5,0.8,0.5,0.85,0.6941177543451864
2.3,0.5,2.7,0.3,0.5,0.5,0.6939605691869916
2.3,0.2,2.7,0.8,0.5,0.85,0.6934701937908105
2.3,0.5,1.3,0.65,0.5,0.85,0.6933689516761519
2.3,0.8,1.3,0.65,0.5,0.5,0.6933056828693929
2.3,0.5,0.5,0.65,0.5,0.85,0.6932196179691326
2.3,0.5,2.7,0.8,0.5,0.85,0.6927193741764657
2.3,0.5,2.7,0.65,0.5,0.85,0.6926150860050259
2.3,0.8,2.7,0.8,0.5,0.5,0.6926030890256277
2.3,0.8,2.7,0.65,0.5,0.5,0.6925690238899306
2.3,0.5,0.5,0.3,0.5,0.85,0.6925013039179737
2.3,0.8,1.3,0.3,0.5,0.5,0.6923469856970389
2.3,0.5,2.7,0.3,0.5,0.85,0.6919582503100966
2.3,0.5,1.3,0.3,0.5,0.85,0.6915579277615899
2.3,0.8,2.7,0.3,0.5,0.5,0.691405531500775
2.3,0.8,0.5,0.8,0.5,0.85,0.6906418596588011
2.3,0.8,0.5,0.65,0.5,0.85,0.6893725279803902
2.3,0.8,0.5,0.3,0.5,0.85,0.6887283462972861
2.3,0.8,1.3,0.8,0.5,0.85,0.6882316012726842
2.3,0.8,2.7,0.3,0.5,0.85,0.6870099450924237
2.3,0.8,2.7,0.65,0.5,0.85,0.6861710510566182
2.3,0.8,2.7,0.8,0.5,0.85,0.6861710510566182
2.3,0.8,1.3,0.65,0.5,0.85,0.6850724777110371
2.3,0.8,1.3,0.3,0.5,0.85,0.6834127116345172
4.0,0.8,1.3,0.8,0.5,0.85,0.6821004146669286
4.0,0.8,1.3,0.8,0.5,0.5,0.682006054082008
4.0,0.8,1.3,0.65,0.5,0.85,0.6818860758507524
4.0,0.8,1.3,0.65,0.5,0.5,0.6817165536633852
4.0,0.8,2.7,0.65,0.5,0.5,0.6806186415155169
4.0,0.8,2.7,0.8,0.5,0.5,0.6806186415155169
4.0,0.8,2.7,0.3,0.5,0.5,0.6803713096119023
4.0,0.8,2.7,0.65,0.5,0.85,0.6802202637194845
4.0,0.8,2.7,0.3,0.5,0.85,0.6800942301753724
4.0,0.8,1.3,0.3,0.5,0.85,0.6799713860900886
4.0,0.8,1.3,0.3,0.5,0.5,0.6798875039595395
4.0,0.8,0.5,0.8,0.5,0.5,0.6795500139489994
4.0,0.8,0.5,0.65,0.5,0.5,0.6790638712149719
4.0,0.8,0.5,0.3,0.5,0.5,0.6787513564185856
4.0,0.8,2.7,0.8,0.5,0.85,0.6787321399675086
4.0,0.8,0.5,0.8,0.5,0.85,0.6784413775422622
4.0,0.8,0.5,0.65,0.5,0.85,0.6783457001357962
4.0,0.8,0.5,0.3,0.5,0.85,0.6783263071543317
4.0,0.5,2.7,0.3,0.5,0.5,0.6772525809311126
4.0,0.5,2.7,0.8,0.5,0.5,0.6763357962189664
4.0,0.5,2.7,0.65,0.5,0.5,0.6762438278105515
4.0,0.5,1.3,0.8,0.5,0.5,0.6758753980549602
4.0,0.5,1.3,0.65,0.5,0.5,0.6752996556562892
4.0,0.5,0.5,0.8,0.5,0.5,0.6748477659120333
4.0,0.5,0.5,0.3,0.5,0.5,0.6747193313769894
4.0,0.5,1.3,0.3,0.5,0.5,0.6746445917599883
4.0,0.5,0.5,0.65,0.5,0.5,0.6745510043334668
4.0,0.2,2.7,0.8,0.5,0.5,0.6744631600185937
4.0,0.2,1.3,0.65,0.5,0.85,0.6742166670640569
4.0,0.2,1.3,0.8,0.5,0.85,0.6740010504975855
4.0,0.2,1.3,0.8,0.5,0.5,0.6738592328296777
2.3,0.2,0.5,0.8,0.5,1.5,0.6737327485643659
2.3,0.2,1.3,0.8,0.5,1.5,0.6736675975210932
4.0,0.2,1.3,0.65,0.5,0.5,0.6736555779199964
1.0,0.2,0.5,0.8,0.5,1.5,0.673542867162411
2.3,0.2,0.5,0.65,0.5,1.5,0.673489494190905
2.3,0.2,1.3,0.65,0.5,1.5,0.6728264489777926
4.0,0.2,1.3,0.3,0.5,0.85,0.6728264484530916
4.0,0.2,1.3,0.3,0.5,0.5,0.6727735732036971
4.0,0.5,2.7,0.3,0.5,0.85,0.6725842538800625
1.0,0.2,0.5,0.3,0.5,1.5,0.672256705332208
4.0,0.2,0.5,0.65,0.5,0.5,0.6722222253627599
4.0,0.2,0.5,0.8,0.5,0.5,0.6722222253627599
4.0,0.2,0.5,0.3,0.5,0.5,0.6721800756597061
4.0,0.2,2.7,0.65,0.5,0.5,0.6721359070157374
4.0,0.2,2.7,0.8,0.5,0.85,0.6721321545119306
4.0,0.2,0.5,0.3,0.5,0.85,0.6720809375119886
4.0,0.2,2.7,0.3,0.5,0.5,0.6719547624543605
4.0,0.2,0.5,0.8,0.5,0.85,0.6719484488998659
4.0,0.2,0.5,0.65,0.5,0.85,0.6719484488998659
2.3,0.2,1.3,0.3,0.5,1.5,0.671844665148548
1.0,0.2,0.5,0.65,0.5,1.5,0.671751907873023
2.3,0.2,0.5,0.3,0.5,1.5,0.6716892460349547
4.0,0.5,1.3,0.65,0.5,0.85,0.6715270609590844
4.0,0.5,2.7,0.65,0.5,0.85,0.6714909169500606
4.0,0.5,2.7,0.8,0.5,0.85,0.6714909169500606
4.0,0.5,1.3,0.8,0.5,0.85,0.6712953891207695
4.0,0.2,2.7,0.65,0.5,0.85,0.6711201368217896
4.0,0.2,2.7,0.3,0.5,0.85,0.6708272446158742
4.0,0.5,1.3,0.3,0.5,0.85,0.6707084215783741
2.3,0.2,2.7,0.65,0.5,1.5,0.6702076707601143
2.3,0.2,2.7,0.3,0.5,1.5,0.670125755903364
4.0,0.5,0.5,0.8,0.5,0.85,0.6701178265902143
4.0,0.5,0.5,0.3,0.5,0.85,0.6698956746481738
4.0,0.5,0.5,0.65,0.5,0.85,0.6698916649779231
2.3,0.2,2.7,0.8,0.5,1.5,0.6694828356930121
1.0,0.5,0.5,0.65,0.5,1.5,0.6692934192136135
1.0,0.5,0.5,0.8,0.5,1.5,0.6690414887168379
1.0,0.5,0.5,0.3,0.5,1.5,0.6677005425177296
1.0,0.2,1.3,0.65,0.5,1.5,0.667201852986122
1.0,0.2,1.3,0.3,0.5,1.5,0.6667061201849329
1.0,0.2,1.3,0.8,0.5,1.5,0.6665410772809999
2.3,0.5,0.5,0.8,0.5,1.5,0.6654086643012082
2.3,0.5,1.3,0.65,0.5,1.5,0.66530696722527
2.3,0.5,1.3,0.8,0.5,1.5,0.6652029288763688
2.3,0.5,0.5,0.65,0.5,1.5,0.665037468998851
1.0,0.5,1.3,0.65,0.5,1.5,0.6650021422306236
2.3,0.5,1.3,0.3,0.5,1.5,0.6648794772220382
1.0,0.5,1.3,0.8,0.5,1.5,0.6647992508823807
2.3,0.8,0.5,0.8,0.5,1.5,0.6637525106289162
1.0,0.5,1.3,0.3,0.5,1.5,0.6637429046122674
4.0,0.8,1.3,0.8,0.5,1.5,0.6637216138837461
2.3,0.5,0.5,0.3,0.5,1.5,0.6634919855698631
2.3,0.8,0.5,0.65,0.5,1.5,0.6627721719091835
1.0,0.8,0.5,0.8,0.5,1.5,0.6627002359232457
1.0,0.8,0.5,0.65,0.5,1.5,0.6626536107111787
4.0,0.8,2.7,0.65,0.5,1.5,0.6626238414237456
1.0,0.2,2.7,0.3,0.5,1.5,0.6624096128774528
2.3,0.8,1.3,0.8,0.5,1.5,0.6624016088840157
4.0,0.8,0.5,0.65,0.5,1.5,0.6623417100413505
4.0,0.8,0.5,0.8,0.5,1.5,0.6622777364006219
1.0,0.2,2.7,0.65,0.5,1.5,0.6619225584961036
4.0,0.8,2.7,0.3,0.5,1.5,0.6616862650159895
1.0,0.5,2.7,0.3,0.5,1.5,0.661638617713125
1.0,0.2,2.7,0.8,0.5,1.5,0.6615292876242845
4.0,0.8,1.3,0.65,0.5,1.5,0.661488392871514
2.3,0.5,2.7,0.3,0.5,1.5,0.6614272580938665
2.3,0.8,1.3,0.3,0.5,1.5,0.6614023145908104
4.0,0.8,1.3,0.3,0.5,1.5,0.66129802171991
1.0,0.5,2.7,0.65,0.5,1.5,0.6610767048701269
1.0,0.5,2.7,0.8,0.5,1.5,0.6609536556071323
2.3,0.8,0.5,0.3,0.5,1.5,0.6609066042051257
4.0,0.5,2.7,0.8,0.5,1.5,0.6608483480364342
1.0,0.8,0.5,0.3,0.5,1.5,0.6607472771649759
2.3,0.8,1.3,0.65,0.5,1.5,0.6606565991513189
4.0,0.5,2.7,0.65,0.5,1.5,0.660506705348389
2.3,0.8,2.7,0.3,0.5,1.5,0.6604459870305748
4.0,0.8,0.5,0.3,0.5,1.5,0.6600901196276718
4.0,0.8,2.7,0.8,0.5,1.5,0.6600037673765131
2.3,0.5,2.7,0.65,0.5,1.5,0.6595950786385955
2.3,0.5,2.7,0.8,0.5,1.5,0.659559475602724
2.3,0.8,2.7,0.65,0.5,1.5,0.6589912227804104
4.0,0.2,2.7,0.8,0.5,1.5,0.6588270190670554
4.0,0.5,2.7,0.3,0.5,1.5,0.6586245536619026
4.0,0.5,1.3,0.65,0.5,1.5,0.6585930271703405
1.0,0.8,1.3,0.8,0.5,1.5,0.6585767475630739
2.3,0.8,2.7,0.8,0.5,1.5,0.6585155757659528
1.0,0.8,1.3,0.65,0.5,1.5,0.6584893542261276
1.0,0.8,1.3,0.3,0.5,1.5,0.6583258707347792
4.0,0.5,1.3,0.8,0.5,1.5,0.65831209223854
4.0,0.5,0.5,0.8,0.5,1.5,0.6578876596561068
4.0,0.5,0.5,0.65,0.5,1.5,0.6578876596561068
4.0,0.5,1.3,0.3,0.5,1.5,0.6572008474235568
4.0,0.2,1.3,0.65,0.5,1.5,0.6568498555313076
4.0,0.2,1.3,0.8,0.5,1.5,0.656685762261951
4.0,0.2,2.7,0.65,0.5,1.5,0.656212138928181
4.0,0.2,2.7,0.3,0.5,1.5,0.6556413033784294
4.0,0.2,0.5,0.65,0.5,1.5,0.6555642871218575
4.0,0.2,0.5,0.8,0.5,1.5,0.6555642871218575
1.0,0.8,2.7,0.3,0.5,1.5,0.6554909126166747
4.0,0.2,1.3,0.3,0.5,1.5,0.6553911519834905
1.0,0.8,2.7,0.65,0.5,1.5,0.6550837071228348
4.0,0.5,0.5,0.3,0.5,1.5,0.655067329365174
1.0,0.8,2.7,0.8,0.5,1.5,0.6547865959420898
4.0,0.2,0.5,0.3,0.5,1.5,0.654133690808149
